model,hit,merge,hit_ms,merge_ms,agree
random_magma_n64_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,163.594,65.064,1
random_magma_n64_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,162.093,65.177,1
random_magma_n64_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,161.088,65.730,1
random_magma_n64_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,156.503,62.403,1
random_magma_n64_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,157.688,62.890,1
random_magma_n64_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,162.654,66.100,1
random_magma_n64_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,163.621,65.092,1
random_magma_n64_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,162.799,65.656,1
random_magma_n64_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,160.024,66.419,1
random_magma_n64_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,166.127,66.321,1
random_magma_n64_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,153.816,62.461,1
random_magma_n64_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,158.660,62.848,1
random_magma_n64_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,157.347,66.478,1
random_magma_n64_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,159.229,65.601,1
random_magma_n64_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,159.334,66.666,1
random_magma_n64_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,160.986,65.775,1
random_magma_n64_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,151.742,60.339,1
random_magma_n64_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,162.502,64.123,1
random_magma_n64_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,161.928,65.676,1
random_magma_n64_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,158.726,64.434,1
random_magma_n64_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,165.306,65.463,1
random_magma_n64_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,166.179,66.785,1
random_magma_n64_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,161.036,65.415,1
random_magma_n64_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,163.076,67.577,1
random_magma_n64_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,155.445,63.897,1
random_magma_n64_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,158.798,65.202,1
random_magma_n64_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,157.353,64.191,1
random_magma_n64_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,161.048,64.480,1
random_magma_n64_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,160.886,65.501,1
random_magma_n64_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,160.795,64.688,1
random_magma_n64_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,157.592,63.147,1
random_magma_n64_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,161.985,64.165,1
random_magma_n64_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,160.828,65.590,1
random_magma_n64_k1_nondef_mix_i14.model,NOT_DEFINABLE,NOT_DEFINABLE,70.377,49.030,1
random_magma_n64_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,155.067,66.353,1
random_magma_n64_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,162.285,64.132,1
random_magma_n64_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,163.011,64.199,1
random_magma_n64_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,163.221,65.468,1
random_magma_n64_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,161.156,63.976,1
random_magma_n64_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,162.488,65.999,1
random_magma_n64_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,159.569,63.934,1
random_magma_n64_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,160.707,65.699,1
random_magma_n64_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,162.881,65.996,1
random_magma_n64_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,161.962,66.698,1
random_magma_n64_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,161.679,63.363,1
random_magma_n64_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,154.722,62.812,1
random_magma_n64_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,155.919,63.780,1
random_magma_n64_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,159.646,66.869,1
random_magma_n64_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,160.779,63.533,1
random_magma_n64_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,161.090,65.477,1
random_magma_n64_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,163.115,64.971,1
random_magma_n64_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,161.641,65.704,1
random_magma_n64_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,152.811,61.721,1
random_magma_n64_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,161.753,67.341,1
random_magma_n64_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,163.517,65.891,1
random_magma_n64_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,167.568,65.830,1
random_magma_n64_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,164.517,66.706,1
random_magma_n64_k1_random_half_i0.model,DEFINABLE,DEFINABLE,160.648,66.267,1
random_magma_n64_k1_random_half_i1.model,DEFINABLE,DEFINABLE,158.105,63.610,1
random_magma_n64_k1_random_half_i10.model,DEFINABLE,DEFINABLE,163.673,69.067,1
random_magma_n64_k1_random_half_i11.model,DEFINABLE,DEFINABLE,163.246,65.718,1
random_magma_n64_k1_random_half_i12.model,DEFINABLE,DEFINABLE,163.610,64.354,1
random_magma_n64_k1_random_half_i13.model,DEFINABLE,DEFINABLE,163.450,64.647,1
random_magma_n64_k1_random_half_i14.model,DEFINABLE,DEFINABLE,162.566,64.920,1
random_magma_n64_k1_random_half_i15.model,DEFINABLE,DEFINABLE,163.567,65.548,1
random_magma_n64_k1_random_half_i16.model,DEFINABLE,DEFINABLE,163.977,66.372,1
random_magma_n64_k1_random_half_i17.model,DEFINABLE,DEFINABLE,162.237,64.703,1
random_magma_n64_k1_random_half_i18.model,DEFINABLE,DEFINABLE,164.802,66.168,1
random_magma_n64_k1_random_half_i19.model,DEFINABLE,DEFINABLE,161.297,64.615,1
random_magma_n64_k1_random_half_i2.model,DEFINABLE,DEFINABLE,156.064,63.868,1
random_magma_n64_k1_random_half_i20.model,DEFINABLE,DEFINABLE,161.686,68.026,1
random_magma_n64_k1_random_half_i21.model,DEFINABLE,DEFINABLE,153.626,63.660,1
random_magma_n64_k1_random_half_i22.model,DEFINABLE,DEFINABLE,155.119,64.873,1
random_magma_n64_k1_random_half_i23.model,DEFINABLE,DEFINABLE,162.003,64.685,1
random_magma_n64_k1_random_half_i24.model,DEFINABLE,DEFINABLE,163.954,64.812,1
random_magma_n64_k1_random_half_i25.model,DEFINABLE,DEFINABLE,163.011,67.702,1
random_magma_n64_k1_random_half_i26.model,NOT_DEFINABLE,NOT_DEFINABLE,75.104,53.286,1
random_magma_n64_k1_random_half_i27.model,DEFINABLE,DEFINABLE,156.966,62.869,1
random_magma_n64_k1_random_half_i28.model,DEFINABLE,DEFINABLE,157.629,64.548,1
random_magma_n64_k1_random_half_i29.model,DEFINABLE,DEFINABLE,163.214,64.411,1
random_magma_n64_k1_random_half_i3.model,DEFINABLE,DEFINABLE,154.469,64.377,1
random_magma_n64_k1_random_half_i4.model,DEFINABLE,DEFINABLE,165.952,65.486,1
random_magma_n64_k1_random_half_i5.model,NOT_DEFINABLE,NOT_DEFINABLE,86.069,59.539,1
random_magma_n64_k1_random_half_i6.model,DEFINABLE,DEFINABLE,160.341,65.927,1
random_magma_n64_k1_random_half_i7.model,DEFINABLE,DEFINABLE,163.932,66.281,1
random_magma_n64_k1_random_half_i8.model,DEFINABLE,DEFINABLE,157.525,63.815,1
random_magma_n64_k1_random_half_i9.model,DEFINABLE,DEFINABLE,161.097,65.137,1
random_magma_n64_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,89.552,65.265,1
random_magma_n64_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,91.902,64.007,1
random_magma_n64_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,86.770,61.925,1
random_magma_n64_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,90.743,64.385,1
random_magma_n64_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,92.370,66.039,1
random_magma_n64_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,91.417,65.139,1
random_magma_n64_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,91.546,65.620,1
random_magma_n64_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,92.656,65.961,1
random_magma_n64_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,91.634,64.558,1
random_magma_n64_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,89.735,62.180,1
random_magma_n64_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,91.313,64.445,1
random_magma_n64_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,92.275,65.164,1
random_magma_n64_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,92.073,67.395,1
random_magma_n64_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,89.152,62.539,1
random_magma_n64_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,89.320,63.392,1
random_magma_n64_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,93.269,65.196,1
random_magma_n64_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,93.625,65.027,1
random_magma_n64_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,91.770,67.662,1
random_magma_n64_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,93.340,64.102,1
random_magma_n64_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,91.294,64.202,1
random_magma_n64_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,87.100,60.588,1
random_magma_n64_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,87.840,64.462,1
random_magma_n64_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,95.012,65.148,1
random_magma_n64_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,89.197,63.614,1
random_magma_n64_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,90.994,63.665,1
random_magma_n64_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,89.236,63.655,1
random_magma_n64_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,89.804,63.841,1
random_magma_n64_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,92.461,66.257,1
random_magma_n64_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,90.951,63.458,1
random_magma_n64_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,93.359,65.861,1
random_magma_n64_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,6484.856,6539.576,1
random_magma_n64_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,6402.902,6421.579,1
random_magma_n64_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,6491.222,5926.329,1
random_magma_n64_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,6422.122,6323.230,1
random_magma_n64_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,6467.477,5921.361,1
random_magma_n64_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,6420.201,6302.707,1
random_magma_n64_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,6453.501,6282.692,1
random_magma_n64_k2_nondef_mix_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,21.193,6195.540,1
random_magma_n64_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,6460.696,5900.355,1
random_magma_n64_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,6404.531,5966.290,1
random_magma_n64_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,6427.725,5854.780,1
random_magma_n64_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,6471.990,5898.901,1
random_magma_n64_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,6463.432,6338.809,1
random_magma_n64_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,6426.508,5962.648,1
random_magma_n64_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,6420.965,5931.200,1
random_magma_n64_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,6439.793,6309.936,1
random_magma_n64_k2_nondef_mix_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,89.013,6331.265,1
random_magma_n64_k2_nondef_mix_i24.model,NOT_DEFINABLE,NOT_DEFINABLE,63.955,6288.696,1
random_magma_n64_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,6442.524,5911.580,1
random_magma_n64_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,6472.288,6400.397,1
random_magma_n64_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,6441.877,5866.888,1
random_magma_n64_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,6471.245,6302.619,1
random_magma_n64_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,6515.167,6357.248,1
random_magma_n64_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,6464.778,6359.518,1
random_magma_n64_k2_nondef_mix_i4.model,NOT_DEFINABLE,NOT_DEFINABLE,73.919,6269.330,1
random_magma_n64_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,6454.889,6402.887,1
random_magma_n64_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,6459.606,6393.631,1
random_magma_n64_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,6444.129,6288.397,1
random_magma_n64_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,6444.370,6310.210,1
random_magma_n64_k2_nondef_mix_i9.model,NOT_DEFINABLE,NOT_DEFINABLE,88.935,6298.213,1
random_magma_n64_k2_random_half_i0.model,DEFINABLE,DEFINABLE,6399.987,5937.749,1
random_magma_n64_k2_random_half_i1.model,DEFINABLE,DEFINABLE,6464.860,5937.623,1
random_magma_n64_k2_random_half_i10.model,DEFINABLE,DEFINABLE,6549.330,6073.614,1
random_magma_n64_k2_random_half_i11.model,DEFINABLE,DEFINABLE,6480.039,5876.116,1
random_magma_n64_k2_random_half_i12.model,DEFINABLE,DEFINABLE,6429.346,6344.752,1
random_magma_n64_k2_random_half_i13.model,DEFINABLE,DEFINABLE,6447.536,5928.988,1
random_magma_n64_k2_random_half_i14.model,DEFINABLE,DEFINABLE,6425.158,5939.496,1
random_magma_n64_k2_random_half_i15.model,DEFINABLE,DEFINABLE,6451.571,6319.672,1
random_magma_n64_k2_random_half_i16.model,DEFINABLE,DEFINABLE,6450.908,6322.187,1
random_magma_n64_k2_random_half_i17.model,DEFINABLE,DEFINABLE,6417.907,6338.637,1
random_magma_n64_k2_random_half_i18.model,DEFINABLE,DEFINABLE,6392.849,6326.869,1
random_magma_n64_k2_random_half_i19.model,DEFINABLE,DEFINABLE,6390.454,6352.661,1
random_magma_n64_k2_random_half_i2.model,DEFINABLE,DEFINABLE,6403.673,6347.685,1
random_magma_n64_k2_random_half_i20.model,DEFINABLE,DEFINABLE,6411.287,5917.713,1
random_magma_n64_k2_random_half_i21.model,DEFINABLE,DEFINABLE,6448.498,6320.771,1
random_magma_n64_k2_random_half_i22.model,DEFINABLE,DEFINABLE,6456.589,6360.370,1
random_magma_n64_k2_random_half_i23.model,DEFINABLE,DEFINABLE,6454.027,6316.426,1
random_magma_n64_k2_random_half_i24.model,NOT_DEFINABLE,NOT_DEFINABLE,76.744,6279.755,1
random_magma_n64_k2_random_half_i25.model,NOT_DEFINABLE,NOT_DEFINABLE,42.589,6251.680,1
random_magma_n64_k2_random_half_i26.model,DEFINABLE,DEFINABLE,6433.143,6375.707,1
random_magma_n64_k2_random_half_i27.model,DEFINABLE,DEFINABLE,6441.817,6419.927,1
random_magma_n64_k2_random_half_i28.model,DEFINABLE,DEFINABLE,6475.641,6461.025,1
random_magma_n64_k2_random_half_i29.model,DEFINABLE,DEFINABLE,6455.508,6009.908,1
random_magma_n64_k2_random_half_i3.model,DEFINABLE,DEFINABLE,6440.921,6009.310,1
random_magma_n64_k2_random_half_i4.model,DEFINABLE,DEFINABLE,6453.541,6018.066,1
random_magma_n64_k2_random_half_i5.model,DEFINABLE,DEFINABLE,6439.968,6427.164,1
random_magma_n64_k2_random_half_i6.model,DEFINABLE,DEFINABLE,6440.999,6009.270,1
random_magma_n64_k2_random_half_i7.model,NOT_DEFINABLE,NOT_DEFINABLE,44.678,6299.810,1
random_magma_n64_k2_random_half_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,17.624,6305.103,1
random_magma_n64_k2_random_half_i9.model,DEFINABLE,DEFINABLE,6438.667,5974.337,1
random_magma_n8_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.937,0.196,1
random_magma_n8_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.875,0.232,1
random_magma_n8_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.659,0.163,1
random_magma_n8_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.810,0.184,1
random_magma_n8_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.850,0.189,1
random_magma_n8_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.844,0.223,1
random_magma_n8_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.710,0.191,1
random_magma_n8_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.820,0.229,1
random_magma_n8_k1_definable_eq_i16.model,NOT_DEFINABLE,NOT_DEFINABLE,0.316,0.187,1
random_magma_n8_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.621,0.178,1
random_magma_n8_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.858,0.212,1
random_magma_n8_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.683,0.165,1
random_magma_n8_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.768,0.189,1
random_magma_n8_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.651,0.171,1
random_magma_n8_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.670,0.186,1
random_magma_n8_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.811,0.195,1
random_magma_n8_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.665,0.166,1
random_magma_n8_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.786,0.184,1
random_magma_n8_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.711,0.163,1
random_magma_n8_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.711,0.217,1
random_magma_n8_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.732,0.189,1
random_magma_n8_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.676,0.184,1
random_magma_n8_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.745,0.182,1
random_magma_n8_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.745,0.211,1
random_magma_n8_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.762,0.188,1
random_magma_n8_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.766,0.196,1
random_magma_n8_k1_definable_eq_i6.model,NOT_DEFINABLE,NOT_DEFINABLE,0.250,0.087,1
random_magma_n8_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.722,0.194,1
random_magma_n8_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.842,0.184,1
random_magma_n8_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.757,0.189,1
random_magma_n8_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.763,0.201,1
random_magma_n8_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.700,0.200,1
random_magma_n8_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.608,0.157,1
random_magma_n8_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.739,0.198,1
random_magma_n8_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.795,0.205,1
random_magma_n8_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.831,0.244,1
random_magma_n8_k1_nondef_mix_i14.model,NOT_DEFINABLE,NOT_DEFINABLE,0.278,0.198,1
random_magma_n8_k1_nondef_mix_i15.model,NOT_DEFINABLE,NOT_DEFINABLE,0.323,0.120,1
random_magma_n8_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,0.768,0.180,1
random_magma_n8_k1_nondef_mix_i17.model,NOT_DEFINABLE,NOT_DEFINABLE,0.248,0.165,1
random_magma_n8_k1_nondef_mix_i18.model,NOT_DEFINABLE,NOT_DEFINABLE,0.140,0.048,1
random_magma_n8_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.755,0.181,1
random_magma_n8_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.786,0.202,1
random_magma_n8_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,0.832,0.276,1
random_magma_n8_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,0.817,0.182,1
random_magma_n8_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.697,0.167,1
random_magma_n8_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.743,0.189,1
random_magma_n8_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.735,0.200,1
random_magma_n8_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.851,0.204,1
random_magma_n8_k1_nondef_mix_i26.model,NOT_DEFINABLE,NOT_DEFINABLE,0.331,0.195,1
random_magma_n8_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.770,0.196,1
random_magma_n8_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.794,0.193,1
random_magma_n8_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.817,0.211,1
random_magma_n8_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.728,0.213,1
random_magma_n8_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.851,0.217,1
random_magma_n8_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.758,0.216,1
random_magma_n8_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.659,0.203,1
random_magma_n8_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,0.862,0.224,1
random_magma_n8_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,0.825,0.199,1
random_magma_n8_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.870,0.240,1
random_magma_n8_k1_random_half_i0.model,DEFINABLE,DEFINABLE,0.885,0.192,1
random_magma_n8_k1_random_half_i1.model,NOT_DEFINABLE,NOT_DEFINABLE,0.240,0.117,1
random_magma_n8_k1_random_half_i10.model,DEFINABLE,DEFINABLE,0.776,0.199,1
random_magma_n8_k1_random_half_i11.model,NOT_DEFINABLE,NOT_DEFINABLE,0.296,0.151,1
random_magma_n8_k1_random_half_i12.model,NOT_DEFINABLE,NOT_DEFINABLE,0.323,0.156,1
random_magma_n8_k1_random_half_i13.model,DEFINABLE,DEFINABLE,0.776,0.186,1
random_magma_n8_k1_random_half_i14.model,DEFINABLE,DEFINABLE,0.735,0.191,1
random_magma_n8_k1_random_half_i15.model,DEFINABLE,DEFINABLE,0.790,0.186,1
random_magma_n8_k1_random_half_i16.model,DEFINABLE,DEFINABLE,0.669,0.160,1
random_magma_n8_k1_random_half_i17.model,DEFINABLE,DEFINABLE,0.769,0.187,1
random_magma_n8_k1_random_half_i18.model,DEFINABLE,DEFINABLE,0.742,0.184,1
random_magma_n8_k1_random_half_i19.model,DEFINABLE,DEFINABLE,0.706,0.187,1
random_magma_n8_k1_random_half_i2.model,DEFINABLE,DEFINABLE,0.799,0.209,1
random_magma_n8_k1_random_half_i20.model,NOT_DEFINABLE,NOT_DEFINABLE,0.482,0.120,1
random_magma_n8_k1_random_half_i21.model,DEFINABLE,DEFINABLE,0.624,0.181,1
random_magma_n8_k1_random_half_i22.model,DEFINABLE,DEFINABLE,0.843,0.209,1
random_magma_n8_k1_random_half_i23.model,NOT_DEFINABLE,NOT_DEFINABLE,0.185,0.098,1
random_magma_n8_k1_random_half_i24.model,DEFINABLE,DEFINABLE,0.678,0.159,1
random_magma_n8_k1_random_half_i25.model,DEFINABLE,DEFINABLE,0.675,0.180,1
random_magma_n8_k1_random_half_i26.model,DEFINABLE,DEFINABLE,1.001,0.201,1
random_magma_n8_k1_random_half_i27.model,DEFINABLE,DEFINABLE,0.925,0.226,1
random_magma_n8_k1_random_half_i28.model,DEFINABLE,DEFINABLE,0.847,0.202,1
random_magma_n8_k1_random_half_i29.model,DEFINABLE,DEFINABLE,0.918,0.188,1
random_magma_n8_k1_random_half_i3.model,DEFINABLE,DEFINABLE,0.773,0.211,1
random_magma_n8_k1_random_half_i4.model,NOT_DEFINABLE,NOT_DEFINABLE,0.235,0.124,1
random_magma_n8_k1_random_half_i5.model,DEFINABLE,DEFINABLE,0.785,0.210,1
random_magma_n8_k1_random_half_i6.model,DEFINABLE,DEFINABLE,0.774,0.212,1
random_magma_n8_k1_random_half_i7.model,DEFINABLE,DEFINABLE,0.709,0.175,1
random_magma_n8_k1_random_half_i8.model,NOT_DEFINABLE,NOT_DEFINABLE,0.321,0.160,1
random_magma_n8_k1_random_half_i9.model,DEFINABLE,DEFINABLE,0.969,0.211,1
random_magma_n8_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.397,0.176,1
random_magma_n8_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.437,0.208,1
random_magma_n8_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.372,0.205,1
random_magma_n8_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.441,0.207,1
random_magma_n8_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.445,0.176,1
random_magma_n8_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.397,0.211,1
random_magma_n8_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.448,0.156,1
random_magma_n8_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.363,0.185,1
random_magma_n8_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.390,0.199,1
random_magma_n8_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.471,0.190,1
random_magma_n8_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.451,0.205,1
random_magma_n8_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.403,0.181,1
random_magma_n8_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.359,0.164,1
random_magma_n8_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.409,0.191,1
random_magma_n8_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.347,0.199,1
random_magma_n8_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.406,0.207,1
random_magma_n8_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.547,0.205,1
random_magma_n8_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.437,0.194,1
random_magma_n8_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.285,0.158,1
