model,hit,merge,hit_ms,merge_ms,agree
cyclic_group_n32_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,6.427,1.269,1
cyclic_group_n32_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,6.267,1.262,1
cyclic_group_n32_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,6.252,1.280,1
cyclic_group_n32_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,6.328,1.259,1
cyclic_group_n32_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,6.424,1.267,1
cyclic_group_n32_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,6.384,1.281,1
cyclic_group_n32_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,6.304,1.274,1
cyclic_group_n32_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,6.430,1.283,1
cyclic_group_n32_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,6.414,1.265,1
cyclic_group_n32_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,6.360,1.274,1
cyclic_group_n32_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,6.433,1.273,1
cyclic_group_n32_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,6.415,1.276,1
cyclic_group_n32_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,6.409,1.261,1
cyclic_group_n32_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,6.230,1.266,1
cyclic_group_n32_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,6.251,1.263,1
cyclic_group_n32_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,251.765,51.426,1
cyclic_group_n32_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,252.186,52.560,1
cyclic_group_n32_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,254.898,51.154,1
cyclic_group_n32_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,251.511,53.185,1
cyclic_group_n32_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,254.707,52.977,1
cyclic_group_n32_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,251.771,51.430,1
cyclic_group_n32_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,251.934,51.260,1
cyclic_group_n32_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,253.738,52.176,1
cyclic_group_n32_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,251.642,53.409,1
cyclic_group_n32_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,252.378,50.917,1
cyclic_group_n32_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,251.868,53.110,1
cyclic_group_n32_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,253.774,51.897,1
cyclic_group_n32_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,251.406,51.883,1
cyclic_group_n32_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,252.311,52.007,1
cyclic_group_n32_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,260.349,52.494,1
cyclic_group_n32_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,254.383,50.940,1
cyclic_group_n32_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,250.339,51.161,1
cyclic_group_n32_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,252.909,52.576,1
cyclic_group_n32_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,251.876,51.544,1
cyclic_group_n32_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,254.706,52.357,1
cyclic_group_n32_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,256.482,52.000,1
cyclic_group_n32_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,254.502,52.495,1
cyclic_group_n32_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,251.587,51.309,1
cyclic_group_n32_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,252.059,52.872,1
cyclic_group_n32_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,251.878,51.123,1
cyclic_group_n32_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,251.668,52.727,1
cyclic_group_n32_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,253.216,52.557,1
cyclic_group_n32_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,252.973,51.306,1
cyclic_group_n32_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,253.410,51.957,1
cyclic_group_n32_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,253.070,53.034,1
cyclic_group_n4_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.307,0.089,1
cyclic_group_n4_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.258,0.082,1
cyclic_group_n4_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.283,0.114,1
cyclic_group_n4_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.333,0.087,1
cyclic_group_n4_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.256,0.057,1
cyclic_group_n4_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.271,0.066,1
cyclic_group_n4_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.260,0.059,1
cyclic_group_n4_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.471,0.060,1
cyclic_group_n4_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.439,0.072,1
cyclic_group_n4_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.276,0.076,1
cyclic_group_n4_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.318,0.064,1
cyclic_group_n4_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.278,0.099,1
cyclic_group_n4_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.346,0.060,1
cyclic_group_n4_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.470,0.059,1
cyclic_group_n4_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,3.413,0.059,1
cyclic_group_n4_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,1.603,0.063,1
cyclic_group_n4_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,1.305,0.062,1
cyclic_group_n4_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,1.981,0.067,1
cyclic_group_n4_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,2.300,0.061,1
cyclic_group_n4_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,7.123,0.058,1
cyclic_group_n4_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,1.055,0.058,1
cyclic_group_n4_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.342,0.064,1
cyclic_group_n4_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.324,0.062,1
cyclic_group_n4_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.441,0.059,1
cyclic_group_n4_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.264,0.055,1
cyclic_group_n4_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,1.145,0.059,1
cyclic_group_n4_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.253,0.070,1
cyclic_group_n4_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.244,0.058,1
cyclic_group_n4_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.315,0.091,1
cyclic_group_n4_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.236,0.071,1
cyclic_group_n4_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.415,0.084,1
cyclic_group_n4_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.517,0.071,1
cyclic_group_n4_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.240,0.071,1
cyclic_group_n4_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.554,0.065,1
cyclic_group_n4_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.290,0.081,1
cyclic_group_n4_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.291,0.096,1
cyclic_group_n4_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,0.287,0.079,1
cyclic_group_n4_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.462,0.084,1
cyclic_group_n4_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,0.320,0.097,1
cyclic_group_n4_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.695,0.069,1
cyclic_group_n4_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,4.857,0.070,1
cyclic_group_n4_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.473,0.082,1
cyclic_group_n4_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.420,0.077,1
cyclic_group_n4_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,0.674,0.060,1
cyclic_group_n4_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,1.216,0.056,1
cyclic_group_n4_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.332,0.057,1
cyclic_group_n4_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.267,0.061,1
cyclic_group_n4_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,3.730,0.064,1
cyclic_group_n4_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.789,0.055,1
cyclic_group_n4_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.277,0.081,1
cyclic_group_n4_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.269,0.080,1
cyclic_group_n4_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.334,0.060,1
cyclic_group_n4_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.336,0.077,1
cyclic_group_n4_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.246,0.075,1
cyclic_group_n4_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.311,0.080,1
cyclic_group_n4_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.963,0.065,1
cyclic_group_n4_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.314,0.070,1
cyclic_group_n4_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,0.502,0.078,1
cyclic_group_n4_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,0.503,0.067,1
cyclic_group_n4_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.254,0.061,1
cyclic_group_n4_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,0.249,0.100,1
cyclic_group_n4_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,0.285,0.073,1
cyclic_group_n4_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,0.319,0.052,1
cyclic_group_n4_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,0.255,0.074,1
cyclic_group_n4_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,0.189,0.079,1
cyclic_group_n4_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,0.206,0.053,1
cyclic_group_n4_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,0.166,0.091,1
cyclic_group_n4_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,0.204,0.061,1
cyclic_group_n4_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,0.183,0.065,1
cyclic_group_n4_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,0.182,0.074,1
cyclic_group_n4_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,0.262,0.077,1
cyclic_group_n4_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,0.325,0.057,1
cyclic_group_n4_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,0.246,0.068,1
cyclic_group_n4_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,0.188,0.094,1
cyclic_group_n4_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,0.219,0.057,1
cyclic_group_n4_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,0.187,0.080,1
cyclic_group_n4_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,0.195,0.093,1
cyclic_group_n4_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,0.191,0.055,1
cyclic_group_n4_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,0.182,0.122,1
cyclic_group_n4_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,0.178,0.052,1
cyclic_group_n4_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,0.180,0.062,1
cyclic_group_n4_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,0.179,0.057,1
cyclic_group_n4_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,0.166,0.081,1
cyclic_group_n4_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,0.172,0.085,1
cyclic_group_n4_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,0.175,0.097,1
cyclic_group_n4_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,0.177,0.071,1
cyclic_group_n4_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,0.234,0.058,1
cyclic_group_n4_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,0.227,0.070,1
cyclic_group_n4_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,0.215,0.071,1
cyclic_group_n4_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,0.200,0.055,1
cyclic_group_n4_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,0.660,0.123,1
cyclic_group_n4_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,0.651,0.120,1
cyclic_group_n4_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,0.620,0.120,1
cyclic_group_n4_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,0.606,0.158,1
cyclic_group_n4_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,0.658,0.131,1
cyclic_group_n4_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,0.610,0.131,1
cyclic_group_n4_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,0.627,0.128,1
cyclic_group_n4_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,0.605,0.164,1
cyclic_group_n4_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,0.587,0.124,1
cyclic_group_n4_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,0.589,0.149,1
cyclic_group_n4_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,0.576,0.123,1
cyclic_group_n4_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,0.575,0.159,1
cyclic_group_n4_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,0.612,0.140,1
cyclic_group_n4_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,0.664,0.143,1
cyclic_group_n4_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,0.677,0.136,1
cyclic_group_n4_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,0.645,0.151,1
cyclic_group_n4_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,0.606,0.123,1
cyclic_group_n4_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,0.675,0.120,1
cyclic_group_n4_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,0.649,0.149,1
cyclic_group_n4_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,0.689,0.178,1
cyclic_group_n4_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,0.665,0.119,1
cyclic_group_n4_k2_nondef_mix_i28.model,DEFINABLE,DEFINABLE,0.598,0.120,1
cyclic_group_n4_k2_nondef_mix_i29.model,DEFINABLE,DEFINABLE,0.599,0.155,1
cyclic_group_n4_k2_nondef_mix_i3.model,DEFINABLE,DEFINABLE,0.565,0.149,1
cyclic_group_n4_k2_nondef_mix_i4.model,DEFINABLE,DEFINABLE,0.593,0.163,1
cyclic_group_n4_k2_nondef_mix_i5.model,DEFINABLE,DEFINABLE,0.603,0.147,1
cyclic_group_n4_k2_nondef_mix_i6.model,DEFINABLE,DEFINABLE,0.606,0.140,1
cyclic_group_n4_k2_nondef_mix_i7.model,DEFINABLE,DEFINABLE,0.595,0.140,1
cyclic_group_n4_k2_nondef_mix_i8.model,DEFINABLE,DEFINABLE,0.690,0.132,1
cyclic_group_n4_k2_nondef_mix_i9.model,DEFINABLE,DEFINABLE,0.612,0.120,1
cyclic_group_n64_k1_definable_eq_i0.model,DEFINABLE,DEFINABLE,87.202,4.903,1
cyclic_group_n64_k1_definable_eq_i1.model,DEFINABLE,DEFINABLE,86.845,4.872,1
cyclic_group_n64_k1_definable_eq_i10.model,DEFINABLE,DEFINABLE,88.562,4.897,1
cyclic_group_n64_k1_definable_eq_i11.model,DEFINABLE,DEFINABLE,86.870,4.868,1
cyclic_group_n64_k1_definable_eq_i12.model,DEFINABLE,DEFINABLE,86.876,4.893,1
cyclic_group_n64_k1_definable_eq_i13.model,DEFINABLE,DEFINABLE,88.161,4.889,1
cyclic_group_n64_k1_definable_eq_i14.model,DEFINABLE,DEFINABLE,87.301,4.876,1
cyclic_group_n64_k1_definable_eq_i15.model,DEFINABLE,DEFINABLE,88.690,4.839,1
cyclic_group_n64_k1_definable_eq_i16.model,DEFINABLE,DEFINABLE,86.870,4.877,1
cyclic_group_n64_k1_definable_eq_i17.model,DEFINABLE,DEFINABLE,87.085,4.864,1
cyclic_group_n64_k1_definable_eq_i18.model,DEFINABLE,DEFINABLE,86.982,4.803,1
cyclic_group_n64_k1_definable_eq_i19.model,DEFINABLE,DEFINABLE,88.664,4.876,1
cyclic_group_n64_k1_definable_eq_i2.model,DEFINABLE,DEFINABLE,87.208,4.825,1
cyclic_group_n64_k1_definable_eq_i20.model,DEFINABLE,DEFINABLE,86.733,4.788,1
cyclic_group_n64_k1_definable_eq_i21.model,DEFINABLE,DEFINABLE,87.887,4.816,1
cyclic_group_n64_k1_definable_eq_i22.model,DEFINABLE,DEFINABLE,87.127,4.845,1
cyclic_group_n64_k1_definable_eq_i23.model,DEFINABLE,DEFINABLE,87.860,4.816,1
cyclic_group_n64_k1_definable_eq_i24.model,DEFINABLE,DEFINABLE,87.664,4.778,1
cyclic_group_n64_k1_definable_eq_i25.model,DEFINABLE,DEFINABLE,86.866,4.839,1
cyclic_group_n64_k1_definable_eq_i26.model,DEFINABLE,DEFINABLE,100.385,4.827,1
cyclic_group_n64_k1_definable_eq_i27.model,DEFINABLE,DEFINABLE,93.766,4.841,1
cyclic_group_n64_k1_definable_eq_i28.model,DEFINABLE,DEFINABLE,103.858,4.773,1
cyclic_group_n64_k1_definable_eq_i29.model,DEFINABLE,DEFINABLE,101.230,4.878,1
cyclic_group_n64_k1_definable_eq_i3.model,DEFINABLE,DEFINABLE,104.500,4.769,1
cyclic_group_n64_k1_definable_eq_i4.model,DEFINABLE,DEFINABLE,98.721,4.803,1
cyclic_group_n64_k1_definable_eq_i5.model,DEFINABLE,DEFINABLE,110.274,4.819,1
cyclic_group_n64_k1_definable_eq_i6.model,DEFINABLE,DEFINABLE,105.471,4.795,1
cyclic_group_n64_k1_definable_eq_i7.model,DEFINABLE,DEFINABLE,99.289,4.821,1
cyclic_group_n64_k1_definable_eq_i8.model,DEFINABLE,DEFINABLE,92.091,4.778,1
cyclic_group_n64_k1_definable_eq_i9.model,DEFINABLE,DEFINABLE,87.824,4.804,1
cyclic_group_n64_k1_nondef_mix_i0.model,DEFINABLE,DEFINABLE,97.090,4.878,1
cyclic_group_n64_k1_nondef_mix_i1.model,DEFINABLE,DEFINABLE,98.227,4.778,1
cyclic_group_n64_k1_nondef_mix_i10.model,DEFINABLE,DEFINABLE,99.598,4.869,1
cyclic_group_n64_k1_nondef_mix_i11.model,DEFINABLE,DEFINABLE,87.048,4.880,1
cyclic_group_n64_k1_nondef_mix_i12.model,DEFINABLE,DEFINABLE,106.334,4.773,1
cyclic_group_n64_k1_nondef_mix_i13.model,DEFINABLE,DEFINABLE,103.036,4.803,1
cyclic_group_n64_k1_nondef_mix_i14.model,DEFINABLE,DEFINABLE,99.371,4.777,1
cyclic_group_n64_k1_nondef_mix_i15.model,DEFINABLE,DEFINABLE,95.753,4.870,1
cyclic_group_n64_k1_nondef_mix_i16.model,DEFINABLE,DEFINABLE,89.590,4.797,1
cyclic_group_n64_k1_nondef_mix_i17.model,DEFINABLE,DEFINABLE,87.989,4.848,1
cyclic_group_n64_k1_nondef_mix_i18.model,DEFINABLE,DEFINABLE,87.662,4.873,1
cyclic_group_n64_k1_nondef_mix_i19.model,DEFINABLE,DEFINABLE,87.070,4.868,1
cyclic_group_n64_k1_nondef_mix_i2.model,DEFINABLE,DEFINABLE,87.224,4.794,1
cyclic_group_n64_k1_nondef_mix_i20.model,DEFINABLE,DEFINABLE,86.838,4.786,1
cyclic_group_n64_k1_nondef_mix_i21.model,DEFINABLE,DEFINABLE,88.774,4.875,1
cyclic_group_n64_k1_nondef_mix_i22.model,DEFINABLE,DEFINABLE,87.532,4.805,1
cyclic_group_n64_k1_nondef_mix_i23.model,DEFINABLE,DEFINABLE,87.122,4.860,1
cyclic_group_n64_k1_nondef_mix_i24.model,DEFINABLE,DEFINABLE,87.276,4.875,1
cyclic_group_n64_k1_nondef_mix_i25.model,DEFINABLE,DEFINABLE,87.038,4.872,1
cyclic_group_n64_k1_nondef_mix_i26.model,DEFINABLE,DEFINABLE,87.273,4.886,1
cyclic_group_n64_k1_nondef_mix_i27.model,DEFINABLE,DEFINABLE,87.197,4.865,1
cyclic_group_n64_k1_nondef_mix_i28.model,DEFINABLE,DEFINABLE,87.733,4.900,1
cyclic_group_n64_k1_nondef_mix_i29.model,DEFINABLE,DEFINABLE,87.074,4.868,1
cyclic_group_n64_k1_nondef_mix_i3.model,DEFINABLE,DEFINABLE,87.247,4.813,1
cyclic_group_n64_k1_nondef_mix_i4.model,DEFINABLE,DEFINABLE,86.774,4.791,1
cyclic_group_n64_k1_nondef_mix_i5.model,DEFINABLE,DEFINABLE,87.375,4.799,1
cyclic_group_n64_k1_nondef_mix_i6.model,DEFINABLE,DEFINABLE,87.782,4.852,1
cyclic_group_n64_k1_nondef_mix_i7.model,DEFINABLE,DEFINABLE,86.932,4.829,1
cyclic_group_n64_k1_nondef_mix_i8.model,DEFINABLE,DEFINABLE,86.481,4.864,1
cyclic_group_n64_k1_nondef_mix_i9.model,DEFINABLE,DEFINABLE,87.199,4.864,1
cyclic_group_n64_k2_definable_eq_i0.model,DEFINABLE,DEFINABLE,50.462,4.865,1
cyclic_group_n64_k2_definable_eq_i1.model,DEFINABLE,DEFINABLE,49.841,4.863,1
cyclic_group_n64_k2_definable_eq_i10.model,DEFINABLE,DEFINABLE,49.576,4.805,1
cyclic_group_n64_k2_definable_eq_i11.model,DEFINABLE,DEFINABLE,49.739,4.815,1
cyclic_group_n64_k2_definable_eq_i12.model,DEFINABLE,DEFINABLE,49.596,4.770,1
cyclic_group_n64_k2_definable_eq_i13.model,DEFINABLE,DEFINABLE,49.310,4.754,1
cyclic_group_n64_k2_definable_eq_i14.model,DEFINABLE,DEFINABLE,49.264,4.835,1
cyclic_group_n64_k2_definable_eq_i15.model,DEFINABLE,DEFINABLE,49.584,4.860,1
cyclic_group_n64_k2_definable_eq_i16.model,DEFINABLE,DEFINABLE,49.512,4.797,1
cyclic_group_n64_k2_definable_eq_i17.model,DEFINABLE,DEFINABLE,49.476,4.890,1
cyclic_group_n64_k2_definable_eq_i18.model,DEFINABLE,DEFINABLE,50.125,4.785,1
cyclic_group_n64_k2_definable_eq_i19.model,DEFINABLE,DEFINABLE,49.664,4.874,1
cyclic_group_n64_k2_definable_eq_i2.model,DEFINABLE,DEFINABLE,50.516,4.807,1
cyclic_group_n64_k2_definable_eq_i20.model,DEFINABLE,DEFINABLE,49.854,4.890,1
cyclic_group_n64_k2_definable_eq_i21.model,DEFINABLE,DEFINABLE,50.351,4.792,1
cyclic_group_n64_k2_definable_eq_i22.model,DEFINABLE,DEFINABLE,50.609,4.805,1
cyclic_group_n64_k2_definable_eq_i23.model,DEFINABLE,DEFINABLE,49.880,4.823,1
cyclic_group_n64_k2_definable_eq_i24.model,DEFINABLE,DEFINABLE,50.617,4.813,1
cyclic_group_n64_k2_definable_eq_i25.model,DEFINABLE,DEFINABLE,49.659,4.973,1
cyclic_group_n64_k2_definable_eq_i26.model,DEFINABLE,DEFINABLE,50.040,4.771,1
cyclic_group_n64_k2_definable_eq_i27.model,DEFINABLE,DEFINABLE,49.569,4.809,1
cyclic_group_n64_k2_definable_eq_i28.model,DEFINABLE,DEFINABLE,49.353,4.787,1
cyclic_group_n64_k2_definable_eq_i29.model,DEFINABLE,DEFINABLE,49.602,4.814,1
cyclic_group_n64_k2_definable_eq_i3.model,DEFINABLE,DEFINABLE,49.571,4.821,1
cyclic_group_n64_k2_definable_eq_i4.model,DEFINABLE,DEFINABLE,49.590,4.790,1
cyclic_group_n64_k2_definable_eq_i5.model,DEFINABLE,DEFINABLE,49.315,4.776,1
cyclic_group_n64_k2_definable_eq_i6.model,DEFINABLE,DEFINABLE,50.247,4.801,1
cyclic_group_n64_k2_definable_eq_i7.model,DEFINABLE,DEFINABLE,49.859,4.816,1
cyclic_group_n64_k2_definable_eq_i8.model,DEFINABLE,DEFINABLE,50.215,4.780,1
cyclic_group_n64_k2_definable_eq_i9.model,DEFINABLE,DEFINABLE,49.755,4.780,1
cyclic_group_n64_k2_nondef_mix_i0.model,DEFINABLE,DEFINABLE,4083.429,831.284,1
cyclic_group_n64_k2_nondef_mix_i1.model,DEFINABLE,DEFINABLE,4018.168,834.474,1
cyclic_group_n64_k2_nondef_mix_i10.model,DEFINABLE,DEFINABLE,4067.010,836.220,1
cyclic_group_n64_k2_nondef_mix_i11.model,DEFINABLE,DEFINABLE,4044.471,839.992,1
cyclic_group_n64_k2_nondef_mix_i12.model,DEFINABLE,DEFINABLE,4044.111,858.211,1
cyclic_group_n64_k2_nondef_mix_i13.model,DEFINABLE,DEFINABLE,4033.023,837.802,1
cyclic_group_n64_k2_nondef_mix_i14.model,DEFINABLE,DEFINABLE,4054.055,844.083,1
cyclic_group_n64_k2_nondef_mix_i15.model,DEFINABLE,DEFINABLE,4045.593,858.588,1
cyclic_group_n64_k2_nondef_mix_i16.model,DEFINABLE,DEFINABLE,4049.397,846.163,1
cyclic_group_n64_k2_nondef_mix_i17.model,DEFINABLE,DEFINABLE,4042.200,845.916,1
cyclic_group_n64_k2_nondef_mix_i18.model,DEFINABLE,DEFINABLE,4079.639,852.946,1
cyclic_group_n64_k2_nondef_mix_i19.model,DEFINABLE,DEFINABLE,4083.511,858.734,1
cyclic_group_n64_k2_nondef_mix_i2.model,DEFINABLE,DEFINABLE,4038.467,852.862,1
cyclic_group_n64_k2_nondef_mix_i20.model,DEFINABLE,DEFINABLE,4067.691,889.064,1
cyclic_group_n64_k2_nondef_mix_i21.model,DEFINABLE,DEFINABLE,4051.779,868.865,1
cyclic_group_n64_k2_nondef_mix_i22.model,DEFINABLE,DEFINABLE,4050.274,898.822,1
cyclic_group_n64_k2_nondef_mix_i23.model,DEFINABLE,DEFINABLE,4064.290,852.186,1
cyclic_group_n64_k2_nondef_mix_i24.model,DEFINABLE,DEFINABLE,4063.613,873.067,1
cyclic_group_n64_k2_nondef_mix_i25.model,DEFINABLE,DEFINABLE,4046.803,852.584,1
cyclic_group_n64_k2_nondef_mix_i26.model,DEFINABLE,DEFINABLE,4029.134,848.083,1
cyclic_group_n64_k2_nondef_mix_i27.model,DEFINABLE,DEFINABLE,4045.991,849.557,1
