engine,model,ms,result
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_definable_eq_i3.model,0.456,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_definable_eq_i4.model,0.506,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_nondef_mix_i0.model,0.594,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_nondef_mix_i1.model,0.546,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_nondef_mix_i2.model,0.511,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_nondef_mix_i3.model,0.571,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k1_nondef_mix_i4.model,0.552,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_definable_eq_i0.model,0.342,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_definable_eq_i1.model,0.333,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_definable_eq_i2.model,0.386,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_definable_eq_i3.model,0.408,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_definable_eq_i4.model,0.375,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_nondef_mix_i0.model,2.737,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_nondef_mix_i1.model,2.749,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_nondef_mix_i2.model,2.925,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_nondef_mix_i3.model,2.758,DEFINABLE
hit,/home/pventura/src/OpenDefAlgSplitting/benches/scale/corpus/pilot/cyclic_group_n8_k2_nondef_mix_i4.model,2.831,DEFINABLE
